id,period,mean_delta,areaW_mean_delta,sd_delta,min_delta,max_delta,se_delta,n_delta,scenario,var,biome,loc,type,mean_abs,areaW_mean_abs,sd_abs,min_abs,max_abs,se_abs,n_abs
ssp585_bicarbonate_NP_STSS,2090s,205.6575966,206.6328247,35.26320823,99.55036167,309.7234893,0.17522429,40500,ssp585,bicarbonate,NP_STSS,NP,STSS,1987.904962,1987.844161,65.6954126,1733.013657,2136.572964,0.32644313,40500
ssp585_bicarbonate_Pac_EQU_E,2090s,210.3035491,210.2726937,31.93177944,98.29966728,404.4970326,0.118864122,72168,ssp585,bicarbonate,Pac_EQU_E,Pac,EQU,1976.990091,1977.012181,55.41353827,1693.354002,2105.727768,0.206273552,72168
ssp585_bicarbonate_Pac_EQU_W,2090s,219.5417758,219.4173172,40.73713652,58.92957287,361.7956513,0.178137873,52296,ssp585,bicarbonate,Pac_EQU_W,Pac,EQU,1916.224093,1916.209494,46.29149393,1720.336715,2031.256641,0.202426311,52296
ssp585_bicarbonate_SA_STPS,2090s,279.5849685,280.7073533,26.90041382,148.6145401,440.340859,0.08801142,93420,ssp585,bicarbonate,SA_STPS,SA,STPS,2099.013621,2099.255869,52.53606461,1867.344541,2205.861822,0.171884853,93420
ssp585_bicarbonate_SO_SPSS,2090s,139.1238872,139.8941293,18.75892659,77.39757657,231.9974297,0.036892156,258552,ssp585,bicarbonate,SO_SPSS,SO,SPSS,2091.70481,2090.905035,59.89632766,1616.353457,2222.102217,0.117794834,258552
ssp585_bicarbonate_SO_STSS,2090s,200.7477476,202.4088246,36.18425502,72.77409466,480.9573688,0.082971335,190188,ssp585,bicarbonate,SO_STSS,SO,STSS,2078.54878,2078.523853,60.04732461,1636.709935,2220.606706,0.137689907,190188
ssp585_bicarbonate_SP_STPS,2090s,246.6308019,249.1267599,42.08721099,103.3334154,361.9061109,0.078524743,287268,ssp585,bicarbonate,SP_STPS,SP,STPS,2050.886464,2049.313885,62.74121161,1784.74875,2172.695393,0.117060204,287268
ssp585_carbonate_Atl_EQU,2090s,-91.97072615,-91.9682584,7.305047736,-108.1915989,-68.25932203,0.039105265,34896,ssp585,carbonate,Atl_EQU,Atl,EQU,145.9320821,145.9270093,12.7603091,62.13207348,167.2085784,0.068308283,34896
ssp585_carbonate_IND_STPS,2090s,-99.92257259,-100.1564416,7.392907451,-123.0097657,-66.1337543,0.017384156,180852,ssp585,carbonate,IND_STPS,IND,STPS,124.5138702,125.3297543,16.34032086,66.21864061,169.618834,0.038423677,180852
ssp585_carbonate_NA_SPSS,2090s,-77.50232817,-78.63523698,23.93531472,-158.38066,-1.511756723,0.079336078,91020,ssp585,carbonate,NA_SPSS,NA,SPSS,55.22560758,56.11341817,12.0903007,1.360806996,142.4835349,0.040074553,91020
ssp585_carbonate_NA_STPS,2090s,-99.93382215,-99.95414115,11.52172318,-131.2586037,-72.03822863,0.038382721,90108,ssp585,carbonate,NA_STPS,NA,STPS,143.4769723,144.0719454,18.4905229,72.13343246,180.0546632,0.061598129,90108
ssp585_carbonate_NA_STSS,2090s,-97.64270595,-97.81029981,19.60205,-146.8840612,-15.3575016,0.101175998,37536,ssp585,carbonate,NA_STSS,NA,STSS,100.0879929,101.3493795,24.5272163,48.94842184,172.838952,0.126597248,37536
ssp585_carbonate_NP_SPSS,2090s,-60.96370166,-61.73608452,13.41027488,-108.8154935,-26.36818035,0.044605858,90384,ssp585,carbonate,NP_SPSS,NP,SPSS,61.70310685,62.53698087,12.49570188,22.46109658,118.170679,0.041563765,90384
ssp585_carbonate_NP_STPS,2090s,-99.98488183,-100.2919586,11.2056007,-124.5642631,-58.72703238,0.02444634,210108,ssp585,carbonate,NP_STPS,NP,STPS,118.211486,118.8447885,14.99636572,57.88666466,145.4808314,0.032716341,210108
ssp585_carbonate_NP_STSS,2090s,-89.9639904,-90.31352975,12.25426002,-115.0881188,-55.69280774,0.060891908,40500,ssp585,carbonate,NP_STSS,NP,STSS,93.1379634,93.64243018,15.63475126,53.29567689,145.1951805,0.077689704,40500
ssp585_carbonate_Pac_EQU_E,2090s,-85.5503344,-85.5452338,10.11268806,-116.5976271,-46.15566112,0.037643871,72168,ssp585,carbonate,Pac_EQU_E,Pac,EQU,128.9717369,128.970328,6.834098217,97.94856226,145.9171328,0.025439518,72168
ssp585_carbonate_Pac_EQU_W,2090s,-110.0375281,-110.0293458,11.36480747,-131.8288903,-67.44911054,0.049696734,52296,ssp585,carbonate,Pac_EQU_W,Pac,EQU,131.4657792,131.4669531,5.613166619,110.3797548,147.005375,0.024545603,52296
ssp585_carbonate_SA_STPS,2090s,-95.67093715,-95.81589655,8.108223994,-115.74843,-33.49284851,0.026528079,93420,ssp585,carbonate,SA_STPS,SA,STPS,123.0237782,124.0136875,19.24504104,72.15638988,163.7400157,0.062964957,93420
ssp585_carbonate_SO_SPSS,2090s,-54.83439228,-55.05422224,6.421489686,-94.67351273,-31.35161607,0.012628793,258552,ssp585,carbonate,SO_SPSS,SO,SPSS,49.57866567,50.09155137,7.165324402,26.35059171,83.47148092,0.014091652,258552
ssp585_carbonate_SO_STSS,2090s,-74.07909916,-74.59962621,12.85237164,-117.957589,-7.996783692,0.029470786,190188,ssp585,carbonate,SO_STSS,SO,STSS,76.41208796,77.16200848,15.19784755,41.53994312,129.7728485,0.034849017,190188
ssp585_carbonate_SP_STPS,2090s,-94.11424993,-95.19237772,15.89383997,-131.3428761,-30.49051245,0.029654132,287268,ssp585,carbonate,SP_STPS,SP,STPS,110.226982,112.4065781,23.99961522,48.53686707,147.3995803,0.044777584,287268
ssp585_dic_Atl_EQU,2090s,213.1062435,213.0848425,28.11788912,-67.19280739,358.7848228,0.150520236,34896,ssp585,dic,Atl_EQU,Atl,EQU,2201.904346,2201.86233,85.36669673,1267.693607,2320.15167,0.45698364,34896
ssp585_dic_IND_STPS,2090s,180.8172442,180.6203199,21.54082107,30.33900115,281.4660098,0.050652466,180852,ssp585,dic,IND_STPS,IND,STPS,2157.946013,2155.729351,75.35206818,1659.858021,2322.508022,0.177187679,180852
ssp585_dic_NA_SPSS,2090s,79.92164839,75.98280089,54.32039406,-121.4626018,296.2595878,0.180050568,91020,ssp585,dic,NA_SPSS,NA,SPSS,2123.07218,2114.916048,151.5243568,594.843655,2349.210621,0.502243163,91020
ssp585_dic_NA_STPS,2090s,236.2568073,237.0164643,43.43830408,74.19375091,338.6418612,0.144707548,90108,ssp585,dic,NA_STPS,NA,STPS,2306.059994,2305.74152,71.03314127,2050.101296,2420.214039,0.236635199,90108
ssp585_dic_NA_STSS,2090s,157.4587735,160.3267618,64.25729134,-7.06882524,308.5314074,0.331664065,37536,ssp585,dic,NA_STSS,NA,STSS,2220.973013,2224.393605,95.50010264,1933.819796,2385.979133,0.492923863,37536
ssp585_dic_NP_SPSS,2090s,87.71963572,89.56835711,29.00106125,-163.7645738,260.3055537,0.096464632,90384,ssp585,dic,NP_SPSS,NP,SPSS,2080.282432,2081.608753,87.46486647,1427.490092,2257.00838,0.290929566,90384
ssp585_dic_NP_STPS,2090s,150.2969537,150.6506081,30.08068968,35.38098569,263.9602877,0.065624574,210108,ssp585,dic,NP_STPS,NP,STPS,2110.855549,2109.817897,73.11876759,1741.548103,2275.585778,0.159517219,210108
ssp585_dic_NP_STSS,2090s,134.9812177,135.5461415,24.15307278,64.11043123,232.0636945,0.120017584,40500,ssp585,dic,NP_STSS,NP,STSS,2112.248851,2112.58756,68.14814067,1854.082916,2272.122829,0.338630834,40500
ssp585_dic_Pac_EQU_E,2090s,138.9598721,138.933974,31.57930957,0.573864797,362.4080273,0.117552074,72168,ssp585,dic,Pac_EQU_E,Pac,EQU,2131.587147,2131.608642,57.72549202,1824.285595,2245.968834,0.21487966,72168
ssp585_dic_Pac_EQU_W,2090s,123.8579372,123.7397875,44.49763458,-40.10136254,283.0409175,0.194582012,52296,ssp585,dic,Pac_EQU_W,Pac,EQU,2071.895841,2071.882466,51.19179174,1854.018132,2200.143452,0.223854637,52296
ssp585_dic_SA_STPS,2090s,201.3962104,202.2836179,22.75071799,111.5679965,385.8306855,0.074434654,93420,ssp585,dic,SA_STPS,SA,STPS,2250.793047,2251.900547,60.24563776,2017.163078,2359.556048,0.197108646,93420
ssp585_dic_SO_SPSS,2090s,114.7271122,115.0185496,11.71520005,68.64174825,181.9437149,0.023039644,258552,ssp585,dic,SO_SPSS,SO,SPSS,2191.907836,2191.242431,62.43373632,1691.712149,2325.424099,0.122785017,258552
ssp585_dic_SO_STSS,2090s,149.621912,150.6206014,23.68732,60.32553676,493.2069877,0.054315574,190188,ssp585,dic,SO_STSS,SO,STSS,2192.74035,2193.217539,63.85180699,1720.678912,2344.474647,0.146413673,190188
ssp585_dic_SP_STPS,2090s,170.923938,172.049688,30.75617915,3.754640463,282.1328818,0.057383728,287268,ssp585,dic,SP_STPS,SP,STPS,2191.322752,2191.475299,64.14046325,1925.367513,2322.882734,0.119670875,287268
ssp585_pCO2_Atl_EQU,2090s,658.1687701,658.1718285,26.236552,358.6858727,739.4721271,0.140449092,34896,ssp585,pCO2,Atl_EQU,Atl,EQU,1051.170751,1051.180772,40.81837971,547.8564728,1160.309385,0.2185083,34896
ssp585_pCO2_IND_STPS,2090s,667.4547102,666.9268981,28.61483541,539.233493,1085.129807,0.067286757,180852,ssp585,pCO2,IND_STPS,IND,STPS,1033.998061,1034.134541,40.61945508,840.2552612,1463.812939,0.095515188,180852
ssp585_pCO2_NA_SPSS,2090s,693.2199766,693.6436079,56.41525318,497.5191895,970.0722015,0.186994196,91020,ssp585,pCO2,NA_SPSS,NA,SPSS,1016.233507,1022.665557,63.38521913,742.7171326,1408.995908,0.210096869,91020
ssp585_pCO2_NA_STPS,2090s,677.5088253,677.0646277,37.37986421,544.8353088,845.9819421,0.124524855,90108,ssp585,pCO2,NA_STPS,NA,STPS,1055.145286,1054.997615,57.23226911,868.7854041,1314.083542,0.190659869,90108
ssp585_pCO2_NA_STSS,2090s,689.3396223,688.6003439,63.75607744,487.0418355,897.7761119,0.329077049,37536,ssp585,pCO2,NA_STSS,NA,STSS,1043.357588,1042.836762,79.99472527,837.7453837,1403.533276,0.412892844,37536
ssp585_pCO2_NP_SPSS,2090s,662.8322785,663.7705235,53.06489951,366.5035889,940.9007222,0.176506851,90384,ssp585,pCO2,NP_SPSS,NP,SPSS,1017.903964,1018.313282,67.29883504,637.7754883,1283.935613,0.223852407,90384
ssp585_pCO2_NP_STPS,2090s,670.3432977,669.5310688,34.57715946,569.9069478,844.9857062,0.075434153,210108,ssp585,pCO2,NP_STPS,NP,STPS,1045.708648,1045.049484,50.40825154,892.9872498,1293.256526,0.109971548,210108
ssp585_pCO2_NP_STSS,2090s,681.8228662,681.6414709,51.70905013,552.4955363,848.995321,0.256944336,40500,ssp585,pCO2,NP_STSS,NP,STSS,1031.407653,1031.267573,77.66984463,832.3212268,1278.847944,0.385944561,40500
ssp585_pCO2_Pac_EQU_E,2090s,628.9059271,628.9025822,24.43965682,494.8379456,726.9881755,0.090975147,72168,ssp585,pCO2,Pac_EQU_E,Pac,EQU,1049.465064,1049.4889,33.90520541,884.7314124,1202.507764,0.126210081,72168
ssp585_pCO2_Pac_EQU_W,2090s,642.9238409,642.875396,19.61568227,505.8194865,740.0140521,0.08577667,52296,ssp585,pCO2,Pac_EQU_W,Pac,EQU,1034.635539,1034.670789,24.85528741,888.5145996,1156.764237,0.10868874,52296
ssp585_pCO2_SA_STPS,2090s,667.5365957,667.2291535,32.79641376,503.1958813,792.8137915,0.107301656,93420,ssp585,pCO2,SA_STPS,SA,STPS,1041.577119,1041.87294,49.84574268,847.7456807,1213.517063,0.163082793,93420
ssp585_pCO2_SO_SPSS,2090s,650.2783294,650.9982886,23.96092913,434.2790888,707.7113098,0.04712265,258552,ssp585,pCO2,SO_SPSS,SO,SPSS,1017.893567,1019.210199,32.98088603,709.6483053,1110.972002,0.064861706,258552
ssp585_pCO2_SO_STSS,2090s,657.5117718,657.6483707,29.67632968,388.051476,1030.048801,0.068048512,190188,ssp585,pCO2,SO_STSS,SO,STSS,1016.630064,1016.427163,40.93840508,668.9955465,1585.474967,0.093872712,190188
ssp585_pCO2_SP_STPS,2090s,668.5342479,667.7325348,35.91241169,453.3888428,980.8785358,0.067004033,287268,ssp585,pCO2,SP_STPS,SP,STPS,1041.188893,1041.200211,46.45948333,900.8120081,1457.466157,0.086682365,287268
ssp585_pH_Atl_EQU,2090s,-0.351469766,-0.351469319,0.010453228,-0.447769403,-0.298890495,5.59580560503154e-05,34896,ssp585,pH,Atl_EQU,Atl,EQU,7.699025391,7.699016524,0.014420104,7.654404068,7.857329321,7.71934682775379e-05,34896
ssp585_pH_IND_STPS,2090s,-0.379767775,-0.378916735,0.0183926,-0.497483667,-0.328697443,4.32495366574352e-05,180852,ssp585,pH,IND_STPS,IND,STPS,7.693996869,7.693969937,0.018732962,7.541011667,7.761458874,4.40498862544324e-05,180852
ssp585_pH_NA_SPSS,2090s,-0.457614552,-0.453079755,0.040120137,-0.79032526,-0.329507494,0.000132982,91020,ssp585,pH,NA_SPSS,NA,SPSS,7.65498975,7.652754762,0.044535053,7.193705826,7.783334208,0.000147616,91020
ssp585_pH_NA_STPS,2090s,-0.367673993,-0.367086099,0.015559528,-0.438712184,-0.30530653,5.18340012468323e-05,90108,ssp585,pH,NA_STPS,NA,STPS,7.708464627,7.708633852,0.024402325,7.596909269,7.778890181,8.12923222803283e-05,90108
ssp585_pH_NA_STSS,2090s,-0.407402356,-0.406280594,0.030522834,-0.52583607,-0.309188493,0.000157544,37536,ssp585,pH,NA_STSS,NA,STSS,7.687944522,7.689102767,0.038174747,7.572210725,7.792418591,0.000197039,37536
ssp585_pH_NP_SPSS,2090s,-0.411741343,-0.412035544,0.02519981,-0.635021003,-0.260662937,8.3820738661756e-05,90384,ssp585,pH,NP_SPSS,NP,SPSS,7.658828238,7.659546312,0.032601873,7.500135984,7.855047178,0.000108442,90384
ssp585_pH_NP_STPS,2090s,-0.379427934,-0.378805577,0.018302752,-0.457080015,-0.298495166,3.99296139404577e-05,210108,ssp585,pH,NP_STPS,NP,STPS,7.683120348,7.683475184,0.022956042,7.57981391,7.749541807,5.00813134928639e-05,210108
ssp585_pH_NP_STSS,2090s,-0.40986075,-0.409577273,0.019413274,-0.495521736,-0.322265244,9.6465331996784e-05,40500,ssp585,pH,NP_STSS,NP,STSS,7.678415815,7.678749366,0.032296972,7.580216233,7.758249235,0.000160485,40500
ssp585_pH_Pac_EQU_E,2090s,-0.337024779,-0.337012627,0.013407463,-0.408479862,-0.234909773,4.99084731262963e-05,72168,ssp585,pH,Pac_EQU_E,Pac,EQU,7.687926973,7.687920155,0.013121957,7.628654655,7.734517612,4.88456917284032e-05,72168
ssp585_pH_Pac_EQU_W,2090s,-0.359263863,-0.359212824,0.015742259,-0.40724376,-0.312207623,6.8838723472148e-05,52296,ssp585,pH,Pac_EQU_W,Pac,EQU,7.686750602,7.686736435,0.011423314,7.641069142,7.716951656,4.99525749716978e-05,52296
ssp585_pH_SA_STPS,2090s,-0.37476237,-0.373936749,0.020032421,-0.432641115,-0.235279083,6.55410659885989e-05,93420,ssp585,pH,SA_STPS,SA,STPS,7.701050116,7.701382907,0.020979451,7.608815654,7.770234744,6.86395125869888e-05,93420
ssp585_pH_SO_SPSS,2090s,-0.402541263,-0.402088831,0.009465061,-0.46924922,-0.332011108,1.86144184982424e-05,258552,ssp585,pH,SO_SPSS,SO,SPSS,7.656215982,7.656323698,0.022357023,7.586428595,7.818983332,4.39683349116455e-05,258552
ssp585_pH_SO_STSS,2090s,-0.397886213,-0.397836459,0.014266586,-0.479148226,-0.144394636,3.27136119626728e-05,190188,ssp585,pH,SO_STSS,SO,STSS,7.681310613,7.681962144,0.026221313,7.49496487,7.842957513,6.01260781495561e-05,190188
ssp585_pH_SP_STPS,2090s,-0.382094534,-0.380603606,0.024352196,-0.485513268,-0.227643127,4.54354159748694e-05,287268,ssp585,pH,SP_STPS,SP,STPS,7.689359116,7.690371495,0.02263774,7.540460567,7.752124882,4.22366484537003e-05,287268
ssp585_tos_Atl_EQU,2090s,4.163813788,4.164246925,0.878113101,1.854536057,6.305072784,0.004700701,34896,ssp585,tos,Atl_EQU,Atl,EQU,32.4548679,32.45562584,1.90141147,25.67404556,36.28732681,0.010178606,34896
ssp585_tos_IND_STPS,2090s,3.864152183,3.868551569,0.882130493,0.339915276,6.462335587,0.002074298,180852,ssp585,tos,IND_STPS,IND,STPS,29.12911205,29.3821367,4.47930686,14.32040405,36.27487564,0.010532929,180852
ssp585_tos_NA_SPSS,2090s,3.628505705,3.490689768,3.219671758,-5.287924528,15.39371395,0.010671935,91020,ssp585,tos,NA_SPSS,NA,SPSS,10.27920056,10.95956097,4.453498371,-1.330021739,32.37923431,0.014761581,91020
ssp585_tos_NA_STPS,2090s,3.650286649,3.641982008,1.106727927,0.614042282,7.056249619,0.003686882,90108,ssp585,tos,NA_STPS,NA,STPS,28.59076246,28.71587702,3.285718008,16.15113258,35.96979523,0.010945828,90108
ssp585_tos_NA_STSS,2090s,3.531183657,3.539900179,2.030950511,-0.76243782,13.82134438,0.010482753,37536,ssp585,tos,NA_STSS,NA,STSS,21.40931244,21.6049047,4.820820789,7.588991642,35.13249969,0.024882671,37536
ssp585_tos_NP_SPSS,2090s,5.366319382,5.35477054,2.034245451,0.566876411,13.49416351,0.006766399,90384,ssp585,tos,NP_SPSS,NP,SPSS,14.20328448,14.46650488,5.038004835,-0.692846477,35.83805847,0.016757638,90384
ssp585_tos_NP_STPS,2090s,4.009766195,3.99359044,1.117979378,0.758102417,8.777324677,0.002439004,210108,ssp585,tos,NP_STPS,NP,STPS,29.60931835,29.77983789,3.945212439,13.03094196,36.15467072,0.008606946,210108
ssp585_tos_NP_STSS,2090s,4.51397663,4.503692432,1.414193973,0.773851395,9.11857605,0.007027186,40500,ssp585,tos,NP_STSS,NP,STSS,23.05482811,23.17367178,4.82060776,9.166062355,35.51592255,0.023953793,40500
ssp585_tos_Pac_EQU_E,2090s,4.567886071,4.56838988,1.066450396,1.800973892,7.545448303,0.003969797,72168,ssp585,tos,Pac_EQU_E,Pac,EQU,31.50644506,31.50594265,1.965319677,23.17602921,35.62773132,0.007315784,72168
ssp585_tos_Pac_EQU_W,2090s,3.533786241,3.534736484,0.839009978,1.639680862,6.01197052,0.003668875,52296,ssp585,tos,Pac_EQU_W,Pac,EQU,33.58683778,33.58833411,1.120538511,29.13844299,36.15877533,0.00489996,52296
ssp585_tos_SA_STPS,2090s,3.445952738,3.453108014,0.784412238,0.980821609,6.543933868,0.0025664,93420,ssp585,tos,SA_STPS,SA,STPS,25.9518628,26.13161478,3.810264392,14.5412693,35.62543106,0.012466231,93420
ssp585_tos_SO_SPSS,2090s,2.805368944,2.850350915,0.860334065,-0.941974491,6.389235497,0.001691972,258552,ssp585,tos,SO_SPSS,SO,SPSS,6.622467497,6.876588891,2.951079161,-1.779762626,17.33526802,0.005803726,258552
ssp585_tos_SO_STSS,2090s,3.361353453,3.374230464,1.08764037,-0.109840393,13.17673588,0.002493985,190188,ssp585,tos,SO_STSS,SO,STSS,15.64244532,15.84770531,3.958432389,5.745010853,30.18568802,0.009076777,190188
ssp585_tos_SP_STPS,2090s,3.427854915,3.431001748,1.09758126,0.454805374,7.214651108,0.002047826,287268,ssp585,tos,SP_STPS,SP,STPS,24.83624453,25.37020337,6.006954131,7.333890438,35.17628098,0.01120755,287268
ssp245_aqueous_Atl_EQU,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,aqueous,Atl_EQU,Atl,EQU,10.27477994,10.27491972,0.525775463,5.472128667,12.42304303,0.002813605,34920
ssp245_aqueous_IND_STPS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,aqueous,IND_STPS,IND,STPS,10.38527077,10.33671825,0.921393248,7.445896705,14.7494985,0.002165474,181044
ssp245_aqueous_NA_SPSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,aqueous,NA_SPSS,NA,SPSS,16.06966256,15.93079786,2.258438382,7.322583519,31.04284337,0.007470577,91392
ssp245_aqueous_NA_STPS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,aqueous,NA_STPS,NA,STPS,10.63345809,10.60588164,0.755200925,9.093853497,14.32408213,0.002512817,90324
ssp245_aqueous_NA_STSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,aqueous,NA_STSS,NA,STSS,12.19980564,12.13655809,1.524934791,9.440942056,18.81685904,0.007864669,37596
ssp245_aqueous_NP_SPSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,aqueous,NP_SPSS,NP,SPSS,16.6271342,16.44726207,2.934055902,8.6048056,31.30974387,0.009742588,90696
ssp245_aqueous_NP_STPS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,aqueous,NP_STPS,NP,STPS,10.57829515,10.52948618,1.136196263,8.464028951,15.57934939,0.002477614,210300
ssp245_aqueous_NP_STSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,aqueous,NP_STSS,NP,STSS,11.91559813,11.87137115,1.460335472,9.423808821,17.35524332,0.007250024,40572
ssp245_aqueous_Pac_EQU_E,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,aqueous,Pac_EQU_E,Pac,EQU,11.41905364,11.42001428,0.961647707,7.948701644,16.99754502,0.003577297,72264
ssp245_aqueous_Pac_EQU_W,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,aqueous,Pac_EQU_W,Pac,EQU,9.851670547,9.853587866,0.564356982,8.345377645,11.36926866,0.002466441,52356
ssp245_aqueous_SA_STPS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,aqueous,SA_STPS,SA,STPS,11.2734227,11.23879251,0.76445738,9.079421639,18.45885136,0.002500792,93444
ssp245_aqueous_SO_SPSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,aqueous,SO_SPSS,SO,SPSS,20.1849906,20.06543388,1.790584055,11.1713081,24.9679171,0.0035203,258720
ssp245_aqueous_SO_STSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,aqueous,SO_STSS,SO,STSS,14.82367444,14.71773586,2.133174805,9.706887773,35.0896198,0.00488695,190536
ssp245_aqueous_SP_STPS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,aqueous,SP_STPS,SP,STPS,11.8007381,11.63833437,1.970745659,8.96832423,26.7948858,0.003676022,287412
ssp245_bicarbonate_Atl_EQU,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,bicarbonate,Atl_EQU,Atl,EQU,1740.611199,1740.597991,63.56685906,1176.281598,1852.342886,0.34016814,34920
ssp245_bicarbonate_IND_STPS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,bicarbonate,IND_STPS,IND,STPS,1742.282518,1739.263463,64.64861921,1422.402418,1950.465811,0.151938273,181044
ssp245_bicarbonate_NA_SPSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,bicarbonate,NA_SPSS,NA,SPSS,1894.00836,1887.892786,127.3137128,501.4728565,2056.073143,0.421134764,91392
ssp245_bicarbonate_NA_STPS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,bicarbonate,NA_STPS,NA,STPS,1815.695963,1814.031486,49.58532797,1588.568434,1945.95959,0.164987715,90324
ssp245_bicarbonate_NA_STSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,bicarbonate,NA_STSS,NA,STSS,1853.641346,1852.831186,61.13243682,1714.769316,1994.0303,0.315283242,37596
ssp245_bicarbonate_NP_SPSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,bicarbonate,NP_SPSS,NP,SPSS,1853.184409,1851.224282,75.94798345,1406.718155,2056.849622,0.252186701,90696
ssp245_bicarbonate_NP_STPS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,bicarbonate,NP_STPS,NP,STPS,1731.752283,1729.469865,61.02502144,1445.510918,1902.646224,0.133072496,210300
ssp245_bicarbonate_NP_STSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,bicarbonate,NP_STSS,NP,STSS,1782.185007,1781.148196,58.5659749,1591.693047,1965.324619,0.290758332,40572
ssp245_bicarbonate_Pac_EQU_E,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,bicarbonate,Pac_EQU_E,Pac,EQU,1766.711309,1766.764528,65.7134916,1364.013925,1925.41444,0.244451972,72264
ssp245_bicarbonate_Pac_EQU_W,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,bicarbonate,Pac_EQU_W,Pac,EQU,1696.648248,1696.757718,39.67672959,1549.903276,1802.882035,0.173401415,52356
ssp245_bicarbonate_SA_STPS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,bicarbonate,SA_STPS,SA,STPS,1819.435161,1818.555035,48.98623003,1559.884274,1954.904739,0.160250099,93444
ssp245_bicarbonate_SO_SPSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,bicarbonate,SO_SPSS,SO,SPSS,1952.570673,1951.001584,52.84530286,1490.029448,2095.897544,0.103894221,258720
ssp245_bicarbonate_SO_STSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,bicarbonate,SO_STSS,SO,STSS,1877.779253,1876.093003,58.70714139,1415.263508,2058.320698,0.134493846,190536
ssp245_bicarbonate_SP_STPS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,bicarbonate,SP_STPS,SP,STPS,1804.214843,1800.144785,69.43033233,1567.416769,2011.475877,0.129508059,287412
ssp245_carbonate_Atl_EQU,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,carbonate,Atl_EQU,Atl,EQU,237.9080651,237.9005326,15.24710672,152.4223736,268.1413883,0.081592515,34920
ssp245_carbonate_IND_STPS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,carbonate,IND_STPS,IND,STPS,224.4508509,225.4997485,21.79832551,136.5074401,282.2314579,0.051230791,181044
ssp245_carbonate_NA_SPSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,carbonate,NA_SPSS,NA,SPSS,132.7752695,134.8347534,30.77147088,3.000813605,261.4493654,0.101787434,91392
ssp245_carbonate_NA_STPS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,carbonate,NA_STPS,NA,STPS,243.4804804,244.0969625,21.81837485,154.2082371,283.3150327,0.072597358,90324
ssp245_carbonate_NA_STSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,carbonate,NA_STSS,NA,STSS,197.7614104,199.1907967,33.28212846,94.59912996,274.264803,0.171648603,37596
ssp245_carbonate_NP_SPSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,carbonate,NP_SPSS,NP,SPSS,122.6865854,124.2956829,23.70483903,63.03082346,222.3897753,0.078712362,90696
ssp245_carbonate_NP_STPS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,carbonate,NP_STPS,NP,STPS,218.2036609,219.1432224,23.93360697,122.5999399,254.1787014,0.052190147,210300
ssp245_carbonate_NP_STSS,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,carbonate,NP_STSS,NP,STSS,183.160636,184.0156407,26.35056083,112.9451096,244.1758684,0.130820756,40572
ssp245_carbonate_Pac_EQU_E,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,carbonate,Pac_EQU_E,Pac,EQU,214.513526,214.5070145,14.38203989,156.8966093,257.9274884,0.053500703,72264
ssp245_carbonate_Pac_EQU_W,2000s,NA,NA,NA,NA,NA,NA,NA,ssp245,carbonate,Pac_EQU_W,Pac,EQU,241.5063333,241.4993549,11.47174366,189.7212342,262.3956253,0.050135599,52356
