"","FINAL_TREAT","TIME_TREAT","Study_DOI","CO2_mean","HCO3_mean","CO3_mean","Temp_mean","DIC_mean","pHT_mean","Temp_sd","CO2_sd","CO3_sd","HCO3_sd","DIC_sd","pHT_sd"
"1421","46","Calculated from means","10.1594/PANGAEA.833669",46,2168,63,15,2277,7.59228214052221,0,0,0,0,0,0
"1423","46.09","No Comment","10.1594/PANGAEA.869122",46.09,2376.48,62.05,-1.8,2484.62,7.82989829215272,NA,NA,NA,NA,NA,NA
"1424","46.1","No Comment","10.1594/PANGAEA.846058",46.1,2186.21,67.1,15,2299.41,7.61603151261527,NA,NA,NA,NA,NA,NA
"1425","46.2","No Comment","10.1594/PANGAEA.869122",46.2,2328.31,59.4,-1.8,2433.91,7.81983631156862,NA,NA,NA,NA,NA,NA
"1426","46.49","No Comment","10.1594/PANGAEA.869122",46.49,2397.13,62.58,-1.8,2506.2,7.82983464171366,NA,NA,NA,NA,NA,NA
"1427","46.55","No Comment","10.1594/PANGAEA.869122",46.55,2345.93,59.85,-1.8,2452.33,7.81983977566967,NA,NA,NA,NA,NA,NA
"1428","46.66","No Comment","10.1594/PANGAEA.869122",46.66,2351.4,59.99,-1.8,2458.05,7.81984301810075,NA,NA,NA,NA,NA,NA
"1429","46.7","No Comment","10.1594/PANGAEA.869122",46.7,2353.46,60.05,-1.8,2460.21,7.81989686043722,NA,NA,NA,NA,NA,NA
"1430","46.77","No Comment","10.1594/PANGAEA.861839",46.77,2223.82,67.41,14,2338,7.62734656674262,NA,NA,NA,NA,NA,NA
"1431","46.79","No Comment","10.1594/PANGAEA.869122",46.79,2357.76,60.16,-1.8,2464.71,7.81989890209993,NA,NA,NA,NA,NA,NA
"1432","46.81","No Comment","10.1594/PANGAEA.835214",46.81,2200.74,66.96,15,2314.51,7.61224757678943,NA,NA,NA,NA,NA,NA
"1433","46.92","No Comment","10.1594/PANGAEA.846058",46.92,2191.82,66.26,15,2305,7.60944741500096,NA,NA,NA,NA,NA,NA
"1434","46.93","No Comment","10.1594/PANGAEA.960341",46.93,2158.47,63.3,16,2268.7,7.57961517303405,0,0,0,0,0,0
"1435","47.02","No Comment","10.1594/PANGAEA.846058",47.02,2193.18,66.2,15,2306.4,7.6087845815541,NA,NA,NA,NA,NA,NA
"1436","47.08","No Comment","10.1594/PANGAEA.869122",47.08,2318.61,57.81,-1.8,2423.5,7.80986593478629,NA,NA,NA,NA,NA,NA
"1437","47.09","No Comment","10.1594/PANGAEA.869122",47.09,2372.86,60.54,-1.8,2480.49,7.81986097127743,NA,NA,NA,NA,NA,NA
"1438","47.16","No Comment","10.1594/PANGAEA.869122",47.16,2376.77,60.64,-1.8,2484.57,7.81986270555853,NA,NA,NA,NA,NA,NA
"1439","47.45","No Comment","10.1594/PANGAEA.869122",47.45,2391.12,61.01,-1.8,2499.58,7.81989032298778,NA,NA,NA,NA,NA,NA
"1440","47.48","No Comment","10.1594/PANGAEA.869122",47.48,2338.14,58.3,-1.8,2443.92,7.80988871307922,NA,NA,NA,NA,NA,NA
"1441","47.89","No Comment","10.1594/PANGAEA.960341",47.89,2152.32,61.69,16,2261.9,7.56966540885297,0,0,0,0,0,0
"1442","47.93","No Comment","10.1594/PANGAEA.869122",47.93,2360.44,58.85,-1.8,2467.22,7.80984417162387,NA,NA,NA,NA,NA,NA
"1443","48.04","No Comment","10.1594/PANGAEA.869122",48.04,2365.77,58.99,-1.8,2472.8,7.80989654593027,NA,NA,NA,NA,NA,NA
"1444","48.15","No Comment","10.1594/PANGAEA.861839",48.15,2253.6,67.24,14,2368.99,7.62047274214782,NA,NA,NA,NA,NA,NA
"1445","48.18","No Comment","10.1594/PANGAEA.869122",48.18,2265.88,53.95,-1.8,2368.01,7.78984521295075,NA,NA,NA,NA,NA,NA
"1446","48.21","No Comment","10.1594/PANGAEA.835214",48.21,2182.38,59.51,10,2290.1,7.64905531861768,NA,NA,NA,NA,NA,NA
"1447","48.57","No Comment","10.1594/PANGAEA.869122",48.57,2284.01,54.38,-1.8,2386.96,7.78983187224242,NA,NA,NA,NA,NA,NA
"1448","48.87","No Comment","10.1594/PANGAEA.846058",48.87,2192.86,63.67,15,2305.4,7.59192481314423,NA,NA,NA,NA,NA,NA
"1449","49.11","No Comment","10.1594/PANGAEA.861255",49.11,8785.32,987.18,15,9821.61,8.17963963198958,0,0,0,0,0,0
"1450","49.29","No Comment","10.1594/PANGAEA.869122",49.29,2318.29,55.2,-1.8,2422.78,7.78986198587557,NA,NA,NA,NA,NA,NA
"1451","49.38","No Comment","10.1594/PANGAEA.869122",49.38,2269.46,52.81,-1.8,2371.65,7.77988430495433,NA,NA,NA,NA,NA,NA
"1452","49.4","No Comment","10.1594/PANGAEA.960341",49.4,2169.76,60.77,16,2279.93,7.55963501763211,0,0,0,0,0,0
"1453","49.44","No Comment","10.1594/PANGAEA.869122",49.44,2379.16,57.97,-1.8,2486.57,7.79987032080053,NA,NA,NA,NA,NA,NA
"1454","49.62","No Comment","10.1594/PANGAEA.869122",49.62,2387.98,58.18,-1.8,2495.78,7.7998337018012,NA,NA,NA,NA,NA,NA
"1455","49.63","No Comment","10.1594/PANGAEA.869122",49.63,2388.42,58.2,-1.8,2496.25,7.79990295548236,NA,NA,NA,NA,NA,NA
"1456","49.74","No Comment","10.1594/PANGAEA.869122",49.74,2393.68,58.32,-1.8,2501.74,7.79984209420325,NA,NA,NA,NA,NA,NA
"1457","49.77","No Comment","10.1594/PANGAEA.846058",49.77,2186.19,62.14,15,2298.1,7.58268421441876,NA,NA,NA,NA,NA,NA
"1458","49.99","No Comment","10.1594/PANGAEA.869122",49.99,2350.88,55.98,-1.8,2456.85,7.7898931029026,NA,NA,NA,NA,NA,NA
"1459","5","No Comment","10.1594/PANGAEA.959616",51.36,2223.31,67.32,20,2341.99,7.52769084040345,NA,NA,NA,NA,NA,NA
"1460","5.01","No Comment","10.1594/PANGAEA.949913",5.01,1668.49,354.5,17,2028,8.42308366434835,NA,NA,NA,NA,NA,NA
"1461","5.06","No Comment","10.1594/PANGAEA.849402",5.06,1462.78,287.26,20,1755.1,8.33964289682506,NA,NA,NA,NA,NA,NA
"1463","5.07","No Comment","10.1594/PANGAEA.887739",5.07,1573.32,337.24,20,1915.63,8.37766877165182,NA,NA,NA,NA,NA,NA
"1464","5.08","No Comment","10.1594/PANGAEA.849402",5.08,1494.74,307.62,20,1807.44,8.35999566566673,NA,NA,NA,NA,NA,NA
"1466","5.1","No Comment","10.1594/PANGAEA.887739",5.1,1577.42,337.15,20,1919.67,8.37642257555727,NA,NA,NA,NA,NA,NA
"1467","5.11","No Comment","10.1594/PANGAEA.849402",5.11,1478.55,290.36,20,1774.02,8.3396475265806,NA,NA,NA,NA,NA,NA
"1469","5.15","No Comment","10.1594/PANGAEA.849402",5.15,1554.59,303.82,15,1863.56,8.4200013585845,NA,NA,NA,NA,NA,NA
"1470","5.15","No Comment","10.1594/PANGAEA.887739",5.15,1579.26,334.72,20,1919.13,8.37277478174831,NA,NA,NA,NA,NA,NA
"1472","5.18","No Comment","10.1594/PANGAEA.726883",5.18,1647.85,324.63,15,1977.66,8.42347184436139,NA,NA,NA,NA,NA,NA
"1473","5.2","No Comment","10.1594/PANGAEA.834251",5.2,1735.09,398.71,20,2139,8.40788187596218,NA,NA,NA,NA,NA,NA
"1474","5.23","No Comment","10.1594/PANGAEA.849402",5.23,1477.88,283.62,20,1766.73,8.32964443523445,NA,NA,NA,NA,NA,NA
"1476","5.27","No Comment","10.1594/PANGAEA.726883",5.27,1709.56,343.25,15,2058.08,8.43172706711879,NA,NA,NA,NA,NA,NA
"1477","5.3","No Comment","10.1594/PANGAEA.849402",5.3,1462.5,274.28,20,1742.08,8.3196450204986,NA,NA,NA,NA,NA,NA
"1479","5.31","No Comment","10.1594/PANGAEA.849402",5.31,1467.42,275.2,20,1747.93,8.31964075008667,NA,NA,NA,NA,NA,NA
"1481","5.33","No Comment","10.1594/PANGAEA.726883",5.33,1651.71,316.68,15,1973.72,8.41168770704612,NA,NA,NA,NA,NA,NA
"1482","5.36","No Comment","10.1594/PANGAEA.849402",5.36,1539.96,309.72,20,1855.04,8.35000656473716,NA,NA,NA,NA,NA,NA
"1484","5.37","No Comment","10.1594/PANGAEA.849402",5.37,1483.26,278.17,20,1766.8,8.31963975862773,0,0,0.282842712474603,1.4990663761154,1.78190908859009,2.66723627589336e-06
"1486","5.39","No Comment","10.1594/PANGAEA.887739",5.39,1598.86,327.91,20,1932.16,8.35849097810131,NA,NA,NA,NA,NA,NA
"1487","5.39","No Comment","10.1594/PANGAEA.949280",5.39,1660.54,357.85,20,2023.78,8.3799984344249,NA,NA,NA,NA,NA,NA
"1488","5.43","No Comment","10.1594/PANGAEA.849402",5.43,1566.21,292.31,15,1863.95,8.39999454933106,NA,NA,NA,NA,NA,NA
"1490","5.46","No Comment","10.1594/PANGAEA.849402",5.46,1506.78,282.58,20,1794.82,8.31963832822014,NA,NA,NA,NA,NA,NA
"1492","5.51","No Comment","10.1594/PANGAEA.909063",5.51,1901.03,504.06,24.9,2410.6,8.3910389510717,NA,NA,NA,NA,NA,NA
"1493","5.53","No Comment","10.1594/PANGAEA.849402",5.53,1558.9,284.33,15,1848.76,8.39000529692742,NA,NA,NA,NA,NA,NA
"1495","5.55","No Comment","10.1594/PANGAEA.835214",5.55,1630,288.25,10,1923.8,8.46097745290239,NA,NA,NA,NA,NA,NA
"1496","5.57","No Comment","10.1594/PANGAEA.849402",5.57,1519.74,275.295,17.5,1800.605,8.34481998635272,3.53553390593274,0,26.2973011923277,14.6795367774327,40.9768379697605,0.020950039241159
"1498","5.59","No Comment","10.1594/PANGAEA.849402",5.59,1509.16,276.59,20,1791.34,8.30964794298611,NA,NA,NA,NA,NA,NA
"1500","5.6","No Comment","10.1594/PANGAEA.949280",5.6,1731.79,346.33,15,2083.72,8.42999575428811,NA,NA,NA,NA,NA,NA
"1501","5.62","No Comment","10.1594/PANGAEA.849402",5.62,1482.12,265.45,20,1753.19,8.29964611637188,NA,NA,NA,NA,NA,NA
"1503","5.63","No Comment","10.1594/PANGAEA.849402",5.63,1518.71,278.33,20,1802.67,8.30963192147757,NA,NA,NA,NA,NA,NA
"1505","5.64","No Comment","10.1594/PANGAEA.835715",5.64,1606.93,291.89,15,1904.46,8.38822312674185,0,0,0,0,0,0
"1506","5.65","No Comment","10.1594/PANGAEA.887739",5.65,1618.13,320.09,20,1943.87,8.34280545118381,NA,NA,NA,NA,NA,NA
"1507","5.66","No Comment","10.1594/PANGAEA.849402",5.66,1532.38,260.62,15,1798.66,8.35964213427103,NA,NA,NA,NA,NA,NA
"1509","5.7","No Comment","10.1594/PANGAEA.849402",5.7,1569.59,279.76,15,1855.05,8.38000026512094,NA,NA,NA,NA,NA,NA
"1510","5.7","No Comment","10.1594/PANGAEA.875066",5.7,941.273846153846,114.641538461538,20,1061.61538461538,8.0796295936399,0,0,85.0364911715508,289.136515148654,372.772592577463,0.122463309805543
"1512","5.72","No Comment","10.1594/PANGAEA.849402",5.72,1507.87,270.06,20,1783.65,8.29964311704117,NA,NA,NA,NA,NA,NA
"1514","5.85","No Comment","10.1594/PANGAEA.909063",5.85,1931.27,487.78,24.8,2424.9,8.37152158906114,NA,NA,NA,NA,NA,NA
"1515","5.87","No Comment","10.1594/PANGAEA.924611",5.87,1622.6,313.94,20,1942.41,8.3331819367545,NA,NA,NA,NA,NA,NA
"1516","5.91","No Comment","10.1594/PANGAEA.849402",5.91,1589.62,276.88,15,1872.41,8.36999913695535,NA,NA,NA,NA,NA,NA
"1518","5.99","No Comment","10.1594/PANGAEA.835715",5.99,1654.01,291.22,15,1951.22,8.37468393553845,0,0,0,0,0,0
"1519","50","No Comment","10.1594/PANGAEA.907928",1.69333333333333,1112.77333333333,511.616666666667,20,1626.08333333333,8.70904317738841,0,0.0115470053837925,8.96233414537384,4.70404435920126,13.6066503347934,0.00577411111159457
"1520","50.03","No Comment","10.1594/PANGAEA.869122",50.03,2299.28,53.5,-1.8,2402.81,7.77985259036793,NA,NA,NA,NA,NA,NA
"1521","50.06","No Comment","10.1594/PANGAEA.846058",50.06,2197.9,62.45,15,2310.41,7.58252538262779,NA,NA,NA,NA,NA,NA
"1522","50.32","No Comment","10.1594/PANGAEA.869122",50.32,2366.68,56.35,-1.8,2473.35,7.78984504968517,NA,NA,NA,NA,NA,NA
"1523","50.42","No Comment","10.1594/PANGAEA.869122",50.42,2264.29,51.49,-1.8,2366.2,7.76988151330506,NA,NA,NA,NA,NA,NA
"1524","50.59","No Comment","10.1594/PANGAEA.869122",50.59,2379.23,56.65,-1.8,2486.47,7.78985415694019,NA,NA,NA,NA,NA,NA
"1525","50.65","No Comment","10.1594/PANGAEA.846058",50.65,2191.4,61.35,15,2303.4,7.57609377868499,NA,NA,NA,NA,NA,NA
"1526","50.68","No Comment","10.1594/PANGAEA.869122",50.68,2329.93,54.26,-1.8,2434.87,7.77988146143842,0,0,3.53553390593274,75.9291261638115,79.4646600697443,0.0141627472392461
"1527","50.76","No Comment","10.1594/PANGAEA.869122",50.76,2387.03,56.84,-1.8,2494.63,7.78988686206149,NA,NA,NA,NA,NA,NA
"1528","50.77","No Comment","10.1594/PANGAEA.846058",50.77,2188.67,61.06,15,2300.5,7.57457738379516,NA,NA,NA,NA,NA,NA
"1529","50.88","No Comment","10.1594/PANGAEA.869122",50.88,2392.69,56.97,-1.8,2500.54,7.78985045497631,NA,NA,NA,NA,NA,NA
"1530","500","No Comment","10.1594/PANGAEA.974439",23.11,1917.12,95.67,14.6,2035.9,7.8338063944698,0,0,0,0,0,0
"1531","51.14","No Comment","10.1594/PANGAEA.846058",51.14,2191.77,60.79,15,2303.7,7.57203803411825,NA,NA,NA,NA,NA,NA
"1532","51.19","No Comment","10.1594/PANGAEA.892370",51.19,2126.39,48.98,6,2226.56,7.64474325338644,NA,NA,NA,NA,NA,NA
"1533","51.19, Temp2","No Comment","10.1594/PANGAEA.892370",51.19,2126.39,48.98,6.3,2226.56,7.63952432509213,NA,NA,NA,NA,NA,NA
"1534","51.33","No Comment","10.1594/PANGAEA.869122",51.33,2414.25,57.49,-1.8,2523.07,7.7899007385937,NA,NA,NA,NA,NA,NA
"1535","51.37","No Comment","10.1594/PANGAEA.869122",51.37,2416.06,57.53,-1.8,2524.96,7.78987732877638,NA,NA,NA,NA,NA,NA
"1536","51.52","No Comment","10.1594/PANGAEA.869122",51.52,2367.96,55.1,-1.8,2474.58,7.77986790694334,NA,NA,NA,NA,NA,NA
"1537","51.53","No Comment","10.1594/PANGAEA.869122",51.53,2314.15,52.62,-1.8,2418.3,7.76985000787941,NA,NA,NA,NA,NA,NA
"1538","51.54","No Comment","10.1594/PANGAEA.869122",51.54,2423.66,57.71,-1.8,2532.91,7.78987004900469,NA,NA,NA,NA,NA,NA
"1539","51.61","No Comment","10.1594/PANGAEA.869122",51.61,2265.21,50.34,-1.8,2367.16,7.75989541104149,NA,NA,NA,NA,NA,NA
"1540","51.75","No Comment","10.1594/PANGAEA.869122",51.75,2378.4,55.34,-1.8,2485.49,7.77984492863309,NA,NA,NA,NA,NA,NA
"1541","51.9","No Comment","10.1594/PANGAEA.869122",51.9,2330.93,53,-1.8,2435.83,7.76983730817742,NA,NA,NA,NA,NA,NA
"1542","52.03","No Comment","10.1594/PANGAEA.869122",52.03,2391.03,55.64,-1.8,2498.7,7.77989276614826,NA,NA,NA,NA,NA,NA
"1543","52.05","No Comment","10.1594/PANGAEA.869122",52.05,2392.23,55.66,-1.8,2499.94,7.77983093962941,NA,NA,NA,NA,NA,NA
"1544","52.19","No Comment","10.1594/PANGAEA.892370",52.19,2162.98,49.71,6,2264.88,7.64375865318479,NA,NA,NA,NA,NA,NA
"1545","52.19, Temp2","No Comment","10.1594/PANGAEA.892370",52.19,2162.98,49.71,6.3,2264.88,7.63853972489049,NA,NA,NA,NA,NA,NA
"1546","52.35","No Comment","10.1594/PANGAEA.834251",52.35,2031.85,46.8,10,2131,7.5757499511251,NA,NA,NA,NA,NA,NA
"1547","52.36","No Comment","10.1594/PANGAEA.869122",52.36,2406.43,56,-1.8,2514.79,7.7799054639104,NA,NA,NA,NA,NA,NA
"1548","52.39","No Comment","10.1594/PANGAEA.846058",52.39,2189.21,59.2,15,2300.8,7.56103515238746,NA,NA,NA,NA,NA,NA
"1549","52.42","No Comment","10.1594/PANGAEA.869122",52.42,2300.69,51.13,-1.8,2404.24,7.75990835792876,NA,NA,NA,NA,NA,NA
"1550","52.87","No Comment","10.1594/PANGAEA.869122",52.87,2429.93,56.54,-1.8,2539.34,7.77985271130106,NA,NA,NA,NA,NA,NA
"1551","52.88","No Comment","10.1594/PANGAEA.846058",52.88,2199.8,59.22,15,2311.9,7.5590860742773,NA,NA,NA,NA,NA,NA
"1552","52.97","No Comment","10.1594/PANGAEA.846058",52.97,2197.35,58.98,15,2309.3,7.55780639909129,NA,NA,NA,NA,NA,NA
"1553","53.1","No Comment","10.1594/PANGAEA.846058",53.1,2205.33,59.27,15,2317.7,7.55836221078026,NA,NA,NA,NA,NA,NA
"1554","53.1","No Comment","10.1594/PANGAEA.861380",53.1,2426,71.8,15,2550.9,7.60023451664672,0,0,0,0,0,0
"1555","53.1","No Comment","10.1594/PANGAEA.920269",53.1,2426,71.8,15,2550.9,7.60023451664672,0,0,0,0,0,0
"1556","53.19","No Comment","10.1594/PANGAEA.869122",53.19,2389.06,54.33,-1.8,2496.58,7.76990331809177,NA,NA,NA,NA,NA,NA
"1557","53.24","No Comment","10.1594/PANGAEA.846058",53.24,2195.76,58.6,15,2307.6,7.55531361564666,NA,NA,NA,NA,NA,NA
"1558","53.24","No Comment","10.1594/PANGAEA.861839",53.24,2272.9,61.87,14,2388.01,7.58062165873784,NA,NA,NA,NA,NA,NA
"1559","53.43","No Comment","10.1594/PANGAEA.869122",53.43,2399.64,54.57,-1.8,2507.64,7.76989853115517,NA,NA,NA,NA,NA,NA
"1560","53.5","No Comment","10.1594/PANGAEA.869122",53.5,2294.81,49.83,-1.8,2398.14,7.74983482347421,NA,NA,NA,NA,NA,NA
"1561","53.58","No Comment","10.1594/PANGAEA.834251",53.58,2153.85,60.57,20,2268,7.49558887356223,NA,NA,NA,NA,NA,NA
"1562","53.61","No Comment","10.1594/PANGAEA.835214",53.61,2153.67,60.52,20,2267.8,7.49526651531221,NA,NA,NA,NA,NA,NA
"1563","54.09","No Comment","10.1594/PANGAEA.846058",54.09,2198.58,57.83,15,2310.5,7.54901178826877,NA,NA,NA,NA,NA,NA
"1564","54.14","No Comment","10.1594/PANGAEA.869122",54.14,2488.28,57.9,-1.8,2600.32,7.77986998489894,NA,NA,NA,NA,NA,NA
"1565","54.22","No Comment","10.1594/PANGAEA.835214",54.22,2077.81,60.56,25,2192.59,7.43053152651457,NA,NA,NA,NA,NA,NA
"1566","54.22","No Comment","10.1594/PANGAEA.869122",54.22,2272.64,48.23,-1.8,2375.09,7.73987728566142,NA,NA,NA,NA,NA,NA
"1567","54.25","No Comment","10.1594/PANGAEA.846058",54.25,2201.73,57.82,15,2313.8,7.54831489626587,NA,NA,NA,NA,NA,NA
"1568","54.28","No Comment","10.1594/PANGAEA.892370",54.28,2133.59,46.5,6,2234.37,7.62070937951228,NA,NA,NA,NA,NA,NA
"1569","54.28, Temp2","No Comment","10.1594/PANGAEA.892370",54.28,2133.59,46.5,6.3,2234.37,7.61549045121798,NA,NA,NA,NA,NA,NA
"1570","54.35","No Comment","10.1594/PANGAEA.846058",54.35,2193.37,57.28,15,2305,7.54589197915907,NA,NA,NA,NA,NA,NA
"1571","54.38","No Comment","10.1594/PANGAEA.869122",54.38,2332.945,50.705,-1.8,2438.03,7.74989103212742,0,0,3.30218866814118,75.9361972316233,79.2383858997645,0.0141650998859864
"1572","54.39","No Comment","10.1594/PANGAEA.834251",54.39,2078.21,60.4,25,2193,7.42929900049291,NA,NA,NA,NA,NA,NA
"1573","54.39","No Comment","10.1594/PANGAEA.846058",54.39,2198.13,57.48,15,2310,7.54646425486242,NA,NA,NA,NA,NA,NA
"1574","54.46","No Comment","10.1594/PANGAEA.869122",54.46,2390.47,53.12,-1.8,2498.05,7.75986543864234,NA,NA,NA,NA,NA,NA
"1575","54.56","No Comment","10.1594/PANGAEA.869122",54.56,2394.47,53.21,-1.8,2502.24,7.75987452875555,NA,NA,NA,NA,NA,NA
"1576","55.01","No Comment","10.1594/PANGAEA.869122",55.01,2359.26,51.23,-1.8,2465.5,7.74983922136885,NA,NA,NA,NA,NA,NA
"1577","55.1","No Comment","10.1594/PANGAEA.892370",55.1,2099.18,42.21,2,2196.49,7.65604977201015,NA,NA,NA,NA,NA,NA
"1578","55.1, Temp2","No Comment","10.1594/PANGAEA.892370",55.1,2099.18,42.21,2.2,2196.49,7.65250123372476,NA,NA,NA,NA,NA,NA
"1579","55.2","No Comment","10.1594/PANGAEA.861839",55.2,2195.14,55.66,14,2306,7.54980284978548,NA,NA,NA,NA,NA,NA
"1580","55.2","No Comment","10.1594/PANGAEA.869122",55.2,2422.61,53.83,-1.8,2531.64,7.75983154427957,NA,NA,NA,NA,NA,NA
"1581","55.25","No Comment","10.1594/PANGAEA.869122",55.25,2262.95,46.93,-1.8,2365.13,7.72986626593636,NA,NA,NA,NA,NA,NA
"1582","55.4","No Comment","10.1594/PANGAEA.869122",55.4,2269.06,47.06,-1.8,2371.52,7.72989661292352,NA,NA,NA,NA,NA,NA
"1583","55.48","No Comment","10.1594/PANGAEA.924611",55.48,2244.28,63.51,20,2363.27,7.49831182795268,NA,NA,NA,NA,NA,NA
"1584","55.65","No Comment","10.1594/PANGAEA.869122",55.65,2386.77,51.83,-1.8,2494.25,7.74986130843071,NA,NA,NA,NA,NA,NA
"1585","55.74","No Comment","10.1594/PANGAEA.869122",55.74,2283,47.35,-1.8,2386.09,7.7299047418741,NA,NA,NA,NA,NA,NA
"1586","55.82","No Comment","10.1594/PANGAEA.869122",55.82,2286.42,47.42,-1.8,2389.66,7.7298962092999,NA,NA,NA,NA,NA,NA
"1587","550","No Comment","10.1594/PANGAEA.837464",19.7078723404255,2001.64691489362,129.039255319149,13.356,2150.39404255319,7.96440525626365,1.58396781613554,1.84972353199556,9.92420720696617,22.1174842541962,18.0613629868957,0.0413271356381961
"1588","550-14","No Comment","10.1594/PANGAEA.829883",20.3333333333333,1203,45.6666666666667,14,1269,7.69078368398828,0,1.75119007154183,23.2780296989815,238.178084634166,259.597380572301,0.117671107087417
"1589","550/14","No Comment","10.1594/PANGAEA.774802",21.0766666666667,1269.92333333333,49.9516666666667,14,1340.95166666667,7.6933994877758,0,0.523590170521436,33.0441495073888,386.464347626876,419.367898171363,0.120510491535244
"1590","56.07","No Comment","10.1594/PANGAEA.924611",56.07,2213.57,61.14,20,2330.78,7.487778928569,NA,NA,NA,NA,NA,NA
"1591","56.08","No Comment","10.1594/PANGAEA.869122",56.08,2297.28,47.64,-1.8,2401,7.72984849118278,NA,NA,NA,NA,NA,NA
"1592","56.43","No Comment","10.1594/PANGAEA.847795",56.43,2145.96,44.32,3,2246.71,7.64995427560447,0,0,0,0,0,0
"1593","56.45","No Comment","10.1594/PANGAEA.861839",56.45,2196.08,54.47,14,2307,7.54023108984875,NA,NA,NA,NA,NA,NA
"1594","56.62","No Comment","10.1594/PANGAEA.960341",56.62,2166.03,52.84,16,2275.49,7.49965582144333,0,0,0,0,0,0
"1595","56.63","No Comment","10.1594/PANGAEA.892370",56.63,2182.56,44.4,2,2283.59,7.66110087835133,NA,NA,NA,NA,NA,NA
"1596","56.63, Temp2","No Comment","10.1594/PANGAEA.892370",56.63,2182.56,44.4,2.2,2283.59,7.65755234006593,NA,NA,NA,NA,NA,NA
"1597","56.77","No Comment","10.1594/PANGAEA.869122",56.77,2379.42,50.5,-1.8,2486.69,7.73991094045571,NA,NA,NA,NA,NA,NA
"1598","56.85","No Comment","10.1594/PANGAEA.924611",56.85,2288.88,64.46,20,2410.19,7.49621403128975,NA,NA,NA,NA,NA,NA
"1599","57.22","No Comment","10.1594/PANGAEA.869122",57.22,2290.29,46.42,-1.8,2393.93,7.71990532929601,NA,NA,NA,NA,NA,NA
"1600","57.29","No Comment","10.1594/PANGAEA.869122",57.29,2346.61,48.67,-1.8,2452.57,7.72991109919743,NA,NA,NA,NA,NA,NA
"1601","57.38","No Comment","10.1594/PANGAEA.869122",57.38,2404.88,51.04,-1.8,2513.3,7.73990792514807,NA,NA,NA,NA,NA,NA
"1602","57.47","No Comment","10.1594/PANGAEA.869122",57.47,2300.38,46.62,-1.8,2404.47,7.71986335611742,NA,NA,NA,NA,NA,NA
"1603","57.66","No Comment","10.1594/PANGAEA.847795",57.66,2142.62,43.24,3,2243.52,7.63991667730299,0,0,0,0,0,0
"1604","57.69","No Comment","10.1594/PANGAEA.869122",57.69,2309.19,46.8,-1.8,2413.68,7.71987685499067,NA,NA,NA,NA,NA,NA
"1605","57.72","No Comment","10.1594/PANGAEA.892370",57.72,2158.75,42.62,2,2259.09,7.64809519462007,NA,NA,NA,NA,NA,NA
"1606","57.72, Temp2","No Comment","10.1594/PANGAEA.892370",57.72,2158.75,42.62,2.2,2259.09,7.64454665633467,NA,NA,NA,NA,NA,NA
"1607","57.73","No Comment","10.1594/PANGAEA.883475",57.73,2359.01,59.53,12,2476.27,7.58140554495188,0,0,0,0,0,0
"1608","57.81","No Comment","10.1594/PANGAEA.869122",57.81,2314.21,46.9,-1.8,2418.92,7.71986074684389,NA,NA,NA,NA,NA,NA
"1609","58.17","No Comment","10.1594/PANGAEA.869122",58.17,2382.53,49.41,-1.8,2490.11,7.72986714608261,NA,NA,NA,NA,NA,NA
"1610","58.3","No Comment","10.1594/PANGAEA.869122",58.3,2388.19,49.53,-1.8,2496.02,7.72989012250617,NA,NA,NA,NA,NA,NA
"1611","58.36","No Comment","10.1594/PANGAEA.869122",58.36,2363.225,48.455,-1.8,2470.04,7.72483794147817,0,0,1.576848122046,38.4595378287362,40.0363859507822,0.0070674384825346
"1612","58.74","No Comment","10.1594/PANGAEA.861255",58.74,10508.14,1180.77,15,11747.65,8.17964032910919,0,0,0,0,0,0
"1613","59.63","No Comment","10.1594/PANGAEA.869122",59.63,2279.48,44.12,-1.8,2383.23,7.69989038770827,NA,NA,NA,NA,NA,NA
"1614","59.65","No Comment","10.1594/PANGAEA.869122",59.65,2280.42,44.14,-1.8,2384.21,7.6999081576028,NA,NA,NA,NA,NA,NA
"1615","59.73","No Comment","10.1594/PANGAEA.960341",59.73,2182.09,50.83,16,2292.65,7.4796049305727,0,0,0,0,0,0
"1616","59.76","No Comment","10.1594/PANGAEA.869122",59.76,2284.55,44.22,-1.8,2388.53,7.69990874073858,NA,NA,NA,NA,NA,NA
"1617","59.87","No Comment","10.1594/PANGAEA.869122",59.87,2396.63,48.57,-1.8,2505.07,7.71985778216844,NA,NA,NA,NA,NA,NA
"1618","59.93","No Comment","10.1594/PANGAEA.869122",59.93,2290.97,44.34,-1.8,2395.24,7.69986695661532,NA,NA,NA,NA,NA,NA
"1619","59.95","No Comment","10.1594/PANGAEA.869122",59.95,2345.26,46.45,-1.8,2451.66,7.70988539191938,NA,NA,NA,NA,NA,NA
"1620","6","No Comment","10.1594/PANGAEA.826456",6,1741,320,20,2067,8.31089796166205,NA,NA,NA,NA,NA,NA
"1621","6.02","No Comment","10.1594/PANGAEA.849402",6.02,1584.61,269.72,15,1860.35,8.35999162763772,NA,NA,NA,NA,NA,NA
"1623","6.05","No Comment","10.1594/PANGAEA.909063",6.05,1931.47,469.88,24.7,2407.4,8.35683520840226,NA,NA,NA,NA,NA,NA
"1625","6.07","final","10.1594/PANGAEA.849339",6.66,1623.25,271.08,20,1900.99,8.26925881988267,0,0,0,0,0,0
