"","FINAL_TREAT","TIME_TREAT","Study_DOI","CO2_mean","HCO3_mean","CO3_mean","Temp_mean","DIC_mean","pHT_mean","Temp_sd","CO2_sd","CO3_sd","HCO3_sd","DIC_sd","pHT_sd"
"759","22.22","No Comment","10.1594/PANGAEA.869122",22.22,2339.92,124.73,-1.8,2486.87,8.13986058288702,NA,NA,NA,NA,NA,NA
"760","22.27","No Comment","10.1594/PANGAEA.861839",22.27,2098.63,126.1,14,2247,7.92450108110326,NA,NA,NA,NA,NA,NA
"761","22.3","No Comment","10.1594/PANGAEA.887739",22.3,2102.09,136.97,20,2261.36,7.86052090401505,NA,NA,NA,NA,NA,NA
"762","22.31","No Comment","10.1594/PANGAEA.726883",22.31,1834.84,93.41,15,1950.56,7.83579604171622,NA,NA,NA,NA,NA,NA
"763","22.42","No Comment","10.1594/PANGAEA.869122",22.42,2202.99,109.59,-1.8,2335,8.10984907118791,NA,NA,NA,NA,NA,NA
"764","22.46","No Comment","10.1594/PANGAEA.869122",22.46,2207.27,109.81,-1.8,2339.54,8.10987710093259,NA,NA,NA,NA,NA,NA
"765","22.5","Mean","10.1594/PANGAEA.733912",22.5,2020.05,124.45,19,2167,7.85251910277695,0,0,0,0,0,0
"766","22.53","No Comment","10.1594/PANGAEA.834251",22.53,1978.01,121.46,20,2122,7.83475154836614,NA,NA,NA,NA,NA,NA
"767","22.56","No Comment","10.1594/PANGAEA.869122",22.56,2217.07,110.3,-1.8,2349.93,8.10988677706666,NA,NA,NA,NA,NA,NA
"768","22.58","No Comment","10.1594/PANGAEA.835214",22.58,1978.63,121.29,20,2122.5,7.83400716094595,NA,NA,NA,NA,NA,NA
"769","22.58","No Comment","10.1594/PANGAEA.869122",22.58,2218.7,110.38,-1.8,2351.66,8.1098824763833,NA,NA,NA,NA,NA,NA
"770","22.59","Mean","10.1594/PANGAEA.733912",22.59,2035.52,125.885,19,2183.995,7.8541849313484,0,0,0,0,0,0
"771","22.59","No Comment","10.1594/PANGAEA.924611",22.59,2007,124.72,20,2154.31,7.83993548415278,NA,NA,NA,NA,NA,NA
"772","22.62","No Comment","10.1594/PANGAEA.847795",22.62,2016.7,97.63,3,2136.95,8.01991813749719,0,0,0,0,0,0
"773","22.64","No Comment","10.1594/PANGAEA.869122",22.64,2224.52,110.67,-1.8,2357.83,8.10988426525692,NA,NA,NA,NA,NA,NA
"774","22.66","No Comment","10.1594/PANGAEA.869122",22.66,2226.76,110.78,-1.8,2360.2,8.10987861950101,NA,NA,NA,NA,NA,NA
"775","22.75","No Comment","10.1594/PANGAEA.726883",22.75,1841.95,92.31,15,1957.01,7.82897178286799,NA,NA,NA,NA,NA,NA
"776","22.77","No Comment","10.1594/PANGAEA.869122",22.77,2186.46,106.3,-1.8,2315.53,8.09988239795696,NA,NA,NA,NA,NA,NA
"777","22.81","No Comment","10.1594/PANGAEA.869122",22.81,2190.49,106.49,-1.8,2319.79,8.09985822217809,NA,NA,NA,NA,NA,NA
"778","22.81","No Comment","10.1594/PANGAEA.887739",22.81,2090.37,132.44,20,2245.62,7.84834276256419,NA,NA,NA,NA,NA,NA
"779","22.83","No Comment","10.1594/PANGAEA.869122",22.83,2217.97,109.1,-1.8,2349.9,8.10487313969998,0,0,3.5638181771802,36.4159992311072,39.9798174082874,0.00705818340000571
"780","22.91","No Comment","10.1594/PANGAEA.869122",22.91,2251.27,112,-1.8,2386.18,8.10988110863285,NA,NA,NA,NA,NA,NA
"781","22.93","No Comment","10.1594/PANGAEA.869122",22.93,2201.99,107.05,-1.8,2331.97,8.0998619992971,NA,NA,NA,NA,NA,NA
"783","2200 --> 2200-2200-2200","assay condition","10.1594/PANGAEA.832482",73,2277.5,45.5,15,2396,7.42826894673437,0,6.32455532033676,3.68932393686311,10.0138792571999,12.6491106406735,0.0371936051585969
"784","2200 --> 2200-2200-2200","selection condition","10.1594/PANGAEA.832482",73,2277.5,45.5,15,2396,7.42826894673437,0,6.32455532033676,3.68932393686311,10.0138792571999,12.6491106406735,0.0371936051585969
"786","2200 --> 2200-2200-2200, Temp2","assay condition","10.1594/PANGAEA.832482",73,2277.5,45.5,15,2396,7.42826894673437,0,6.32455532033676,3.68932393686311,10.0138792571999,12.6491106406735,0.0371936051585969
"787","2200 --> 2200-2200-2200, Temp2","selection condition","10.1594/PANGAEA.832482",73,2277.5,45.5,15,2396,7.42826894673437,0,6.32455532033676,3.68932393686311,10.0138792571999,12.6491106406735,0.0371936051585969
"789","2200 --> 400-2200-400","assay condition","10.1594/PANGAEA.832482",12.5,1918.5,186,15,2117,8.11550201688083,0,0.52704627669473,3.16227766016838,11.0679718105893,8.43274042711568,0.00988979765807177
"790","2200 --> 400-2200-400","selection condition","10.1594/PANGAEA.832482",73,2277.5,45.5,15,2396,7.42826894673437,0,6.32455532033676,3.68932393686311,10.0138792571999,12.6491106406735,0.0371936051585969
"792","2200 --> 400-2200-400, Temp2","assay condition","10.1594/PANGAEA.832482",12.5,1918.5,186,15,2117,8.11550201688083,0,0.52704627669473,3.16227766016838,11.0679718105893,8.43274042711568,0.00988979765807177
"793","2200 --> 400-2200-400, Temp2","selection condition","10.1594/PANGAEA.832482",73,2277.5,45.5,15,2396,7.42826894673437,0,6.32455532033676,3.68932393686311,10.0138792571999,12.6491106406735,0.0371936051585969
"794","2200-2200","Assay condition","10.1594/PANGAEA.832536",79,2287,42,15,2408,7.39298399472613,0,0,0,0,0,0
"796","2200-2200","Selection condition","10.1594/PANGAEA.832536",79,2287,42,15,2408,7.39298399472613,0,0,0,0,0,0
"797","2200-2200, Temp2","Assay condition","10.1594/PANGAEA.832536",79,2287,42,15,2408,7.39298399472613,0,0,0,0,0,0
"799","2200-2200, Temp2","Selection condition","10.1594/PANGAEA.832536",79,2287,42,15,2408,7.39298399472613,0,0,0,0,0,0
"800","2200-400","Assay condition","10.1594/PANGAEA.832536",13,1929,183,15,2125,8.10611973102152,0,0,0,0,0,0
"802","2200-400","Selection condition","10.1594/PANGAEA.832536",79,2287,42,15,2408,7.39298399472613,0,0,0,0,0,0
"803","2200-400, Temp2","Assay condition","10.1594/PANGAEA.832536",13,1929,183,15,2125,8.10611973102152,0,0,0,0,0,0
"805","2200-400, Temp2","Selection condition","10.1594/PANGAEA.832536",79,2287,42,15,2408,7.39298399472613,0,0,0,0,0,0
"806","23.04","No Comment","10.1594/PANGAEA.869122",23.04,2211.95,107.54,-1.8,2342.53,8.09988539642748,NA,NA,NA,NA,NA,NA
"807","23.2","Mean","10.1594/PANGAEA.733912",23.2,1966.29,114.51,19,2104,7.8280821651567,0,0,0,0,0,0
"808","23.2","No Comment","10.1594/PANGAEA.861839",23.2,2084.4,119.4,14,2227,7.90374513365673,NA,NA,NA,NA,NA,NA
"809","23.22","No Comment","10.1594/PANGAEA.869122",23.22,2229.48,108.39,-1.8,2361.09,8.09987630553587,NA,NA,NA,NA,NA,NA
"810","23.29","Mean","10.1594/PANGAEA.733912",23.29,1955.62,112.595,19,2091.505,7.82312095614533,0,0,0,0,0,0
"811","23.36","Mean","10.1594/PANGAEA.733912",23.36,1966.1,113.545,19,2103.005,7.82444873246017,0,0,0,0,0,0
"812","23.38","No Comment","10.1594/PANGAEA.869122",23.38,2244.75,109.13,-1.8,2377.26,8.09986684499625,NA,NA,NA,NA,NA,NA
"813","23.48","No Comment","10.1594/PANGAEA.849402",23.48,1991.92,118.23,20,2133.63,7.82000255185276,NA,NA,NA,NA,NA,NA
"815","23.49","No Comment","10.1594/PANGAEA.869122",23.49,2255.15,109.64,-1.8,2388.28,8.09988426287111,NA,NA,NA,NA,NA,NA
"816","23.58","No Comment","10.1594/PANGAEA.869122",23.58,2212.69,105.12,-1.8,2341.39,8.08985544912684,NA,NA,NA,NA,NA,NA
"817","23.61","No Comment","10.1594/PANGAEA.949913",23.61,1940.66,106.74,20,2071.01,7.7869244984547,NA,NA,NA,NA,NA,NA
"818","23.69","No Comment","10.1594/PANGAEA.869122",23.69,2222.94,105.61,-1.8,2352.24,8.08986797195465,NA,NA,NA,NA,NA,NA
"819","23.88","No Comment","10.1594/PANGAEA.869122",23.88,2240.83,106.46,-1.8,2371.17,8.08986822171779,NA,NA,NA,NA,NA,NA
"820","23.9","No Comment","10.1594/PANGAEA.869122",23.9,2242.53,106.54,-1.8,2372.97,8.08986510083696,NA,NA,NA,NA,NA,NA
"821","23.92","No Comment","10.1594/PANGAEA.924611",23.92,2101.94,129.21,20,2255.07,7.83522256603392,NA,NA,NA,NA,NA,NA
"822","24","No Comment","10.1594/PANGAEA.869122",24,2251.725,106.975,-1.8,2382.7,8.08985761573078,0,0,0.00707106781186909,0.176776695296637,0.183847763108657,5.38830962167251e-06
"823","24.02","No Comment","10.1594/PANGAEA.869122",24.02,2202.39,102.25,-1.8,2328.66,8.07985976023827,NA,NA,NA,NA,NA,NA
"824","24.09","No Comment","10.1594/PANGAEA.861839",24.09,2092.99,115.92,14,2233,7.88911309047307,NA,NA,NA,NA,NA,NA
"825","24.14","No Comment","10.1594/PANGAEA.869122",24.14,2213.24,102.76,-1.8,2340.14,8.07988625497987,NA,NA,NA,NA,NA,NA
"826","24.2","No Comment","10.1594/PANGAEA.949280",24.2,1922.11,98.8,15,2045.11,7.83997957533784,NA,NA,NA,NA,NA,NA
"827","24.22","No Comment","10.1594/PANGAEA.869122",24.22,2272.96,107.99,-1.8,2405.17,8.0898824182062,NA,NA,NA,NA,NA,NA
"828","24.23","No Comment","10.1594/PANGAEA.885410",24.23,1911.36,95.41,14,2031,7.84397327414005,NA,NA,NA,NA,NA,NA
"829","24.3","No Comment","10.1594/PANGAEA.834251",24.3,1982.25,111.46,20,2118.01,7.79650736665625,NA,NA,NA,NA,NA,NA
"830","24.35","No Comment","10.1594/PANGAEA.849402",24.35,2025.65,109.03,15,2159.03,7.85998247267165,NA,NA,NA,NA,NA,NA
"832","24.38","No Comment","10.1594/PANGAEA.845818",24.38,2161.14,118.58,14,2304.1,7.88505041570451,0,0,0,0,0,0
"833","24.38","No Comment","10.1594/PANGAEA.869122",24.38,2235.3,103.78,-1.8,2363.46,8.0798685182667,NA,NA,NA,NA,NA,NA
"834","24.43","No Comment","10.1594/PANGAEA.960341",24.43,2044.74,109.12,16,2178.29,7.83962374431127,0,0,0,0,0,0
"835","24.44","No Comment","10.1594/PANGAEA.869122",24.44,2241.42,104.06,-1.8,2369.92,8.07985124879751,NA,NA,NA,NA,NA,NA
"836","24.45","Mean","10.1594/PANGAEA.733912",24.45,1956.67,106.37,19,2087.49,7.79818789386893,0,0,0,0,0,0
"837","24.49","No Comment","10.1594/PANGAEA.869122",24.49,2194.93,99.59,-1.8,2319.01,8.06988572797663,NA,NA,NA,NA,NA,NA
"838","24.5","Mean","10.1594/PANGAEA.733912",24.5,1955.95,106.04,19,2086.49,7.79699829135789,0,0,0,0,0,0
"839","24.55","No Comment","10.1594/PANGAEA.721775",24.55,5014.39,685.16,20,5724.1,8.18212064646047,NA,NA,NA,NA,NA,NA
"840","24.59","No Comment","10.1594/PANGAEA.721775",24.59,1585.69,68.42,20,1678.7,7.68151153694399,0,0,0,0,0,0
"841","24.68","No Comment","10.1594/PANGAEA.726883",24.68,1899.1,90.44,15,2014.22,7.80681358883244,NA,NA,NA,NA,NA,NA
"842","24.69","No Comment","10.1594/PANGAEA.726883",24.69,1934.24,93.76,15,2052.69,7.81450810737135,NA,NA,NA,NA,NA,NA
"844","24.72","final","10.1594/PANGAEA.849339",26.78,1999.83,102.39,20,2129,7.75581121839374,0,0,0,0,0,0
"845","24.72","initial","10.1594/PANGAEA.849339",24.72,2029.09,114.19,20,2168,7.79687351688416,0,0,0,0,0,0
"846","24.83","No Comment","10.1594/PANGAEA.869122",24.83,2277.17,105.72,-1.8,2407.72,8.07985237081028,NA,NA,NA,NA,NA,NA
"847","24.9","No Comment","10.1594/PANGAEA.869122",24.9,2231.79,101.26,-1.8,2357.95,8.06987526577263,NA,NA,NA,NA,NA,NA
"848","24.9","No Comment","10.1594/PANGAEA.924611",24.9,2039.27,116.83,20,2181,7.80462640083969,NA,NA,NA,NA,NA,NA
"849","24.93","No Comment","10.1594/PANGAEA.861839",24.93,2126.44,115.63,14,2267,7.8811392639066,NA,NA,NA,NA,NA,NA
"850","24.93","No Comment","10.1594/PANGAEA.869122",24.93,2234.49,101.38,-1.8,2360.8,8.06986454150725,NA,NA,NA,NA,NA,NA
"851","24.96","No Comment","10.1594/PANGAEA.726883",24.96,1932.34,92.58,15,2049.88,7.80943450139106,NA,NA,NA,NA,NA,NA
"852","24.96","No Comment","10.1594/PANGAEA.887739",24.96,2109.13,123.18,20,2257.27,7.81298360513205,NA,NA,NA,NA,NA,NA
"853","243.8","No Comment","10.1594/PANGAEA.835214",243.8,2315.55,13.25,10,2572.6,6.97095745639885,NA,NA,NA,NA,NA,NA
"854","25","No Comment","10.1594/PANGAEA.826456",25,1944,103,20,2072,7.7706877185744,NA,NA,NA,NA,NA,NA
"855","25","No Comment","10.1594/PANGAEA.833817",25,2059,129,25,2213,7.76288485579684,0,0,0,0,0,0
"856","25","No Comment","10.1594/PANGAEA.907928",0.85,857.836666666667,606.146666666667,20,1464.83333333333,8.89571141145647,0,0.0264575131106459,9.05026150635068,11.0201829990855,11.4944870843955,0.010000535550033
"858","25 per mil HC","after","10.1594/PANGAEA.930309",42.32,1418.55,26.53,15,1487.4,7.40089347082534,NA,NA,NA,NA,NA,NA
"859","25 per mil HC","before","10.1594/PANGAEA.930309",46.2,1445.27,25.23,15,1516.7,7.37096913149048,NA,NA,NA,NA,NA,NA
"861","25 per mil LC","after","10.1594/PANGAEA.930309",27.59,1336.39,36.12,15,1400.1,7.56081539335673,NA,NA,NA,NA,NA,NA
"862","25 per mil LC","before","10.1594/PANGAEA.930309",16.89,1328.77,58.34,15,1404,7.77151747935075,NA,NA,NA,NA,NA,NA
"863","25.01","No Comment","10.1594/PANGAEA.960341",25.01,2045.63,106.69,16,2177.33,7.8296541108653,0,0,0,0,0,0
"864","25.07","No Comment","10.1594/PANGAEA.960341",25.07,2050.16,106.92,16,2182.15,7.82962867410429,0,0,0,0,0,0
"865","25.12","No Comment","10.1594/PANGAEA.869122",25.12,2251.45,102.15,-1.8,2378.72,8.06986673436043,NA,NA,NA,NA,NA,NA
"866","25.23","No Comment","10.1594/PANGAEA.949913",25.23,1915.02,92.75,17,2033,7.7809316372021,NA,NA,NA,NA,NA,NA
"867","25.25","No Comment","10.1594/PANGAEA.924611",25.25,2034.69,114.71,20,2174.65,7.79764978358232,NA,NA,NA,NA,NA,NA
"868","25.26","No Comment","10.1594/PANGAEA.835214",25.26,1975.07,117.47,25,2117.8,7.74029596846257,NA,NA,NA,NA,NA,NA
"869","25.28","No Comment","10.1594/PANGAEA.949913",25.28,1813.71,83.01,17,1922,7.75635359925356,NA,NA,NA,NA,NA,NA
"870","25.29","No Comment","10.1594/PANGAEA.834251",25.29,1975.35,117.36,25,2118,7.73982753622805,NA,NA,NA,NA,NA,NA
"871","25.29","No Comment","10.1594/PANGAEA.835214",25.29,2059.38,101.03,10,2185.7,7.90410960362328,NA,NA,NA,NA,NA,NA
"872","25.35","No Comment","10.1594/PANGAEA.875066",25.35,2969.11204081633,265.925918367347,20,3260.38795918367,7.91841155990485,0,0,175.020198178648,1066.33927410358,1240.85920240772,0.160490610025715
"873","25.37","No Comment","10.1594/PANGAEA.869122",25.37,2273.29,103.14,-1.8,2401.8,8.06986295557839,NA,NA,NA,NA,NA,NA
"874","25.44","No Comment","10.1594/PANGAEA.887739",25.44,2110.46,121.01,20,2256.91,7.80499089010663,NA,NA,NA,NA,NA,NA
"875","25.47","No Comment","10.1594/PANGAEA.869122",25.47,2230.88,98.91,-1.8,2355.26,8.05985466186375,NA,NA,NA,NA,NA,NA
"876","25.53","No Comment","10.1594/PANGAEA.849402",25.53,2028.38,104.27,15,2158.18,7.84001092275961,NA,NA,NA,NA,NA,NA
"878","25.58","No Comment","10.1594/PANGAEA.869122",25.58,2188.96,94.85,-1.8,2309.39,8.04989017969732,NA,NA,NA,NA,NA,NA
"879","25.6","No Comment","10.1594/PANGAEA.869122",25.6,2190.73,94.92,-1.8,2311.25,8.04985954402503,NA,NA,NA,NA,NA,NA
"880","25.69","No Comment","10.1594/PANGAEA.849402",25.69,1960.65,93.98,15,2080.32,7.80963623591081,NA,NA,NA,NA,NA,NA
"882","25.72","No Comment","10.1594/PANGAEA.835214",25.72,2044.15,105.12,15,2174.99,7.8401734599316,NA,NA,NA,NA,NA,NA
"883","25.82","No Comment","10.1594/PANGAEA.835715",25.82,2102.6,109.15,15,2237.57,7.84426794890237,0,0,0,0,0,0
"884","25.96","No Comment","10.1594/PANGAEA.891195",25.96,2076,126.26,25,2228.22,7.74998992793053,0,0,0,0,0,0
"885","26","No Comment","10.1594/PANGAEA.826456",26,1941,93,17,2060,7.77624844607415,NA,NA,NA,NA,NA,NA
"886","26","No Comment","10.1594/PANGAEA.869122",26,2276.48,100.93,-1.8,2403.41,8.05984710410862,NA,NA,NA,NA,NA,NA
"887","26.05","No Comment","10.1594/PANGAEA.835214",26.05,2057.01,113.64,20,2196.7,7.78884157652044,NA,NA,NA,NA,NA,NA
"888","26.11","No Comment","10.1594/PANGAEA.849402",26.11,2020.52,109.37,20,2156,7.77998181293534,NA,NA,NA,NA,NA,NA
"890","26.16","No Comment","10.1594/PANGAEA.869122",26.16,2238.82,97.01,-1.8,2361.99,8.0498879966855,NA,NA,NA,NA,NA,NA
"891","26.26","No Comment","10.1594/PANGAEA.836367",26.26,2080.98,117.1,20,2224.34,7.79683574324207,NA,NA,NA,NA,NA,NA
"892","26.37","No Comment","10.1594/PANGAEA.726883",26.37,1934.8,87.87,15,2049.04,7.78620541661982,NA,NA,NA,NA,NA,NA
"893","26.39","No Comment","10.1594/PANGAEA.869122",26.39,2258.12,97.84,-1.8,2382.35,8.04986009676855,NA,NA,NA,NA,NA,NA
"894","26.46","Mean","10.1594/PANGAEA.733912",26.46,2004.48,104.815,19,2135.755,7.78130280996236,0,0,0.715914333795141,7.65566456945443,8.37157890324957,0.00130768442385544
"896","26.47","No Comment","10.1594/PANGAEA.758212",26.47,1853.56,81.84,20,1961.87,7.69150572639651,NA,NA,NA,NA,NA,NA
"897","26.51","No Comment","10.1594/PANGAEA.869122",26.51,2216.69,93.86,-1.8,2337.06,8.03986625782127,NA,NA,NA,NA,NA,NA
"898","26.59","No Comment","10.1594/PANGAEA.835214",26.59,2036.2,100.92,15,2163.71,7.82415767767055,NA,NA,NA,NA,NA,NA
"899","26.71","No Comment","10.1594/PANGAEA.726883",26.71,1901.69,83.8,15,2012.2,7.77310516479672,NA,NA,NA,NA,NA,NA
"900","26.74","No Comment","10.1594/PANGAEA.868682",26.74,2063.79,101.61,15,2192.14,7.82127181653069,0,0,0,0,0,0
"901","26.94","No Comment","10.1594/PANGAEA.869122",26.94,2305.86,99.91,-1.8,2432.71,8.04986669337221,NA,NA,NA,NA,NA,NA
"902","26.96","No Comment","10.1594/PANGAEA.869122",26.96,2254.94,95.48,-1.8,2377.38,8.03986808980679,NA,NA,NA,NA,NA,NA
"903","27.01","No Comment","10.1594/PANGAEA.869122",27.01,2259.22,95.66,-1.8,2381.89,8.03986252253135,NA,NA,NA,NA,NA,NA
"904","27.03","No Comment","10.1594/PANGAEA.861839",27.03,2082.66,102.31,14,2212,7.83702158006385,NA,NA,NA,NA,NA,NA
"905","27.04","No Comment","10.1594/PANGAEA.869122",27.04,2261.21,95.75,-1.8,2384,8.03988855524468,NA,NA,NA,NA,NA,NA
"906","27.23","No Comment","10.1594/PANGAEA.726883",27.23,1975.39,88.67,15,2091.29,7.78112472648683,NA,NA,NA,NA,NA,NA
"907","27.28","No Comment","10.1594/PANGAEA.869122",27.28,2229.65,92.26,-1.8,2349.19,8.02986742540985,NA,NA,NA,NA,NA,NA
"908","27.33","No Comment","10.1594/PANGAEA.868682",27.33,2070.59,100.1,15,2198.02,7.81334083417725,0,0,0,0,0,0
"909","27.37","No Comment","10.1594/PANGAEA.869122",27.37,2186.17,88.4,-1.8,2301.94,8.01985900469283,NA,NA,NA,NA,NA,NA
"910","27.39","No Comment","10.1594/PANGAEA.867566",27.39,2060.21,108.39,20,2195.99,7.76762447989603,0,0,0,0,0,0
"911","27.48","No Comment","10.1594/PANGAEA.849402",27.48,1957.37,87.56,15,2072.41,7.77963369409321,NA,NA,NA,NA,NA,NA
"913","27.49","No Comment","10.1594/PANGAEA.949280",27.49,1940.38,95.79,20,2063.66,7.73998013812737,NA,NA,NA,NA,NA,NA
"914","27.54","No Comment","10.1594/PANGAEA.869122",27.54,2199.17,88.93,-1.8,2315.64,8.01988015989749,NA,NA,NA,NA,NA,NA
"915","27.63","No Comment","10.1594/PANGAEA.836367",27.63,2091.54,112.4,20,2231.57,7.77684689096035,NA,NA,NA,NA,NA,NA
"916","27.75","No Comment","10.1594/PANGAEA.834251",27.75,2048.47,105.78,20,2182,7.75952070908265,NA,NA,NA,NA,NA,NA
"917","27.8","No Comment","10.1594/PANGAEA.835214",27.8,2048.5,105.6,20,2181.9,7.75877470436811,NA,NA,NA,NA,NA,NA
"918","27.82","No Comment","10.1594/PANGAEA.869122",27.82,2273.72,94.08,-1.8,2395.62,8.02985099683198,NA,NA,NA,NA,NA,NA
"920","27.83","final","10.1594/PANGAEA.849339",30.09,2038.24,94.67,20,2163,7.71350381130836,0,0,0,0,0,0
"921","27.83","initial","10.1594/PANGAEA.849339",27.83,2078.72,106.44,20,2212.99,7.75585562578581,0,0,0,0,0,0
"922","27.91","No Comment","10.1594/PANGAEA.869122",27.91,2228.97,90.13,-1.8,2347.01,8.01985581779842,NA,NA,NA,NA,NA,NA
"923","27.99","No Comment","10.1594/PANGAEA.869122",27.99,2287.75,94.66,-1.8,2410.4,8.02984860613419,NA,NA,NA,NA,NA,NA
"924","28","No Comment","10.1594/PANGAEA.869122",28,2288.18,94.68,-1.8,2410.86,8.02985873398107,NA,NA,NA,NA,NA,NA
"925","28.13","No Comment","10.1594/PANGAEA.869122",28.13,2195.82,86.77,-1.8,2310.72,8.00986353106616,NA,NA,NA,NA,NA,NA
"926","28.39","No Comment","10.1594/PANGAEA.849402",28.39,1969.74,92.79,20,2090.92,7.71963902485692,NA,NA,NA,NA,NA,NA
"928","28.4","No Comment","10.1594/PANGAEA.861839",28.4,2095.06,98.54,14,2222,7.81813796414466,NA,NA,NA,NA,NA,NA
"929","28.46","No Comment","10.1594/PANGAEA.849402",28.46,1974.19,93,20,2095.65,7.71964075529748,NA,NA,NA,NA,NA,NA
"931","28.47","No Comment","10.1594/PANGAEA.883475",28.47,2060.45,91.91,12,2180.83,7.82880013023405,0,0,0,0,0,0
"932","28.74","No Comment","10.1594/PANGAEA.869122",28.74,2242.75,88.63,-1.8,2360.12,8.00989055398163,NA,NA,NA,NA,NA,NA
"933","28.86","No Comment","10.1594/PANGAEA.869122",28.86,2201.31,85.01,-1.8,2315.18,7.99987947971951,NA,NA,NA,NA,NA,NA
"934","28.88","No Comment","10.1594/PANGAEA.883475",28.88,2266.26,109.31,12,2404.45,7.86274960513858,0,0,0,0,0,0
"935","28.91","No Comment","10.1594/PANGAEA.869122",28.91,2256.16,89.16,-1.8,2374.23,8.00989083458704,NA,NA,NA,NA,NA,NA
"936","28.95","No Comment","10.1594/PANGAEA.869122",28.95,2259.33,89.28,-1.8,2377.56,8.00986518257866,NA,NA,NA,NA,NA,NA
"937","28.95","No Comment","10.1594/PANGAEA.925549",28.95,2092.56,82.69,6,2204.2,7.87914246635296,0,0,0,0,0,0
"938","280","No Comment","10.1594/PANGAEA.923623",10.4672727272727,1666.29272727273,172.533636363636,16.4807692307692,1849.29363636364,8.11636582047674,0.167377969325072,1.9083767495392,20.1338795430624,54.3877438566648,36.9517280442274,0.063802674302056
"939","280","No Comment","10.1594/PANGAEA.973814",7.44,1611.09,270.965,27,1889.495,8.15992954077473,0,0.219089023002066,5.8003818839797,6.13449264405789,0.553199783080337,0.0109515147390125
"940","280_culture","No Comment","10.1594/PANGAEA.923623",7.70230769230769,1521.40923076923,199.349230769231,16.6733333333333,1728.46076923077,8.21676842007355,0.218653890451379,2.44256748063096,33.0901323311393,194.585099098121,189.619129681121,0.0992675109498996
"941","280_media","No Comment","10.1594/PANGAEA.923623",11.035,1776.7,182.31,16.95,1970.045,8.10647791821447,0.0707106781186558,0.0919238815542505,22.3304321498712,93.1966737603869,115.435182028704,0.0293682990440161
"942","29.02","No Comment","10.1594/PANGAEA.869122",29.02,2213.13,85.46,-1.8,2327.61,7.99984663322585,NA,NA,NA,NA,NA,NA
"943","29.05","No Comment","10.1594/PANGAEA.949913",29.05,1900.74,83.21,20,2013,7.68779956217523,NA,NA,NA,NA,NA,NA
"944","29.06","No Comment","10.1594/PANGAEA.887739",29.06,2142.87,109.25,20,2281.18,7.75397237530144,NA,NA,NA,NA,NA,NA
"945","29.09","No Comment","10.1594/PANGAEA.849402",29.09,2059.78,94.37,15,2183.24,7.79001398705528,NA,NA,NA,NA,NA,NA
"947","29.13","No Comment","10.1594/PANGAEA.834251",29.13,2029.92,83.95,10,2143,7.82993751929119,NA,NA,NA,NA,NA,NA
"948","29.14","No Comment","10.1594/PANGAEA.861839",29.14,2133.28,99.59,14,2262.01,7.8148897419626,NA,NA,NA,NA,NA,NA
"949","29.18","No Comment","10.1594/PANGAEA.943274",29.18,2065.93,92.19,17.37,2187.3,7.73924902822092,NA,NA,NA,NA,NA,NA
"950","29.31","No Comment","10.1594/PANGAEA.887739",29.31,2145.35,108.56,20,2283.22,7.75071843446975,NA,NA,NA,NA,NA,NA
"951","29.4","No Comment","10.1594/PANGAEA.868682",29.4,2085.27,94.37,15,2209.04,7.78467252874164,0,0,0,0,0,0
"952","29.41","No Comment","10.1594/PANGAEA.883475",29.41,2181.28,119.57,24,2330.26,7.72083641255165,0,0,0,0,0,0
"953","29.58","No Comment","10.1594/PANGAEA.849402",29.58,2039.8,98.41,20,2167.79,7.72999839881816,NA,NA,NA,NA,NA,NA
"955","29.6","No Comment","10.1594/PANGAEA.869122",29.6,2257.65,87.18,-1.8,2374.43,7.99985091990361,NA,NA,NA,NA,NA,NA
"956","29.62","No Comment","10.1594/PANGAEA.887739",29.62,2143.07,107.17,20,2279.86,7.74558362835451,NA,NA,NA,NA,NA,NA
"957","29.65","No Comment","10.1594/PANGAEA.726883",29.65,1843.36,70.92,15,1943.93,7.71415943658311,NA,NA,NA,NA,NA,NA
